excerpt,fold,utc,week,cluster
unit02/20150917234102_4:18:58,unit02,08h,Sep14,3
unit02/20150917234102_6:18:58,unit02,10h,Sep14,3
unit02/20150821003003_1:29:56,unit02,06h,Aug14,6
unit02/20150821003003_3:29:56,unit02,08h,Aug14,9
unit02/20150821003003_5:29:56,unit02,10h,Aug14,9
unit02/20151112221803_1:41:57,unit02,22h,Nov7,5
unit02/20151112221803_3:41:57,unit02,06h,Nov7,5
unit02/20151112221803_5:41:57,unit02,08h,Nov7,5
unit02/20151112221803_7:41:57,unit02,10h,Nov7,5
unit02/20151019224703_1:12:56,unit02,22h,Oct14,0
unit02/20151019224703_3:12:56,unit02,06h,Oct14,0
unit02/20151019224703_5:12:56,unit02,08h,Oct14,5
unit02/20151019224703_7:12:56,unit02,10h,Oct14,8
unit02/20151020224604_1:13:56,unit02,22h,Oct14,5
unit02/20151020224604_3:13:56,unit02,06h,Oct14,5
unit02/20151020224604_5:13:56,unit02,08h,Oct14,5
unit02/20151020224604_7:13:56,unit02,10h,Oct14,5
unit02/20150827002002_1:39:58,unit02,06h,Aug21,9
unit02/20150827002002_3:39:58,unit02,08h,Aug21,9
unit02/20150827002002_5:39:58,unit02,10h,Aug21,9
unit02/20150907000103_1:58:57,unit02,06h,Sep1,6
unit02/20150907000103_3:58:57,unit02,08h,Sep1,6
unit02/20150907000103_5:58:57,unit02,10h,Sep1,6
unit02/20151108222203_1:37:57,unit02,22h,Nov7,5
unit02/20151108222203_3:37:57,unit02,06h,Nov7,5
unit02/20151108222203_5:37:57,unit02,08h,Nov7,5
unit02/20151108222203_7:37:57,unit02,10h,Nov7,5
unit02/20151110222004_1:39:56,unit02,22h,Nov7,0
unit02/20151110222004_3:39:56,unit02,06h,Nov7,0
unit02/20151110222004_5:39:56,unit02,08h,Nov7,0
unit02/20151110222004_7:39:56,unit02,10h,Nov7,0
unit02/20150810195504_0:04:55,unit02,22h,Aug7,0
unit02/20150810195504_2:04:55,unit02,22h,Aug7,0
unit02/20150810195504_4:04:55,unit02,22h,Aug7,0
unit02/20150810195504_6:04:55,unit02,06h,Aug7,0
unit02/20150810195504_8:04:55,unit02,08h,Aug7,0
unit02/20150810195504_0:04:55,unit02,10h,Aug7,0
unit02/20151027223603_1:23:56,unit02,22h,Oct21,0
unit02/20151027223603_3:23:56,unit02,06h,Oct21,0
unit02/20151027223603_5:23:56,unit02,08h,Oct21,0
unit02/20151027223603_7:23:56,unit02,10h,Oct21,0
unit02/20150909235603_0:03:57,unit02,22h,Sep7,6
unit02/20150909235603_2:03:57,unit02,06h,Sep7,3
unit02/20150909235603_4:03:57,unit02,08h,Sep7,3
unit02/20150909235603_6:03:57,unit02,10h,Sep7,3
unit02/20150823002704_1:32:56,unit02,06h,Aug21,9
unit02/20150823002704_3:32:56,unit02,08h,Aug21,9
unit02/20150823002704_5:32:56,unit02,10h,Aug21,9
unit02/20151115221509_1:44:50,unit02,22h,Nov14,5
unit02/20151115221509_3:44:50,unit02,06h,Nov14,5
unit02/20151115221509_5:44:50,unit02,08h,Nov14,5
unit02/20151115221509_7:44:50,unit02,10h,Nov14,5
unit02/20151003231303_0:46:57,unit02,22h,Oct1,0
unit02/20151003231303_2:46:57,unit02,06h,Oct1,5
unit02/20151003231303_4:46:57,unit02,08h,Oct1,5
unit02/20151003231303_6:46:57,unit02,10h,Oct1,5
unit02/20151109222103_1:38:56,unit02,22h,Nov7,5
unit02/20151109222103_3:38:56,unit02,06h,Nov7,0
unit02/20151109222103_5:38:56,unit02,08h,Nov7,0
unit02/20151109222103_7:38:56,unit02,10h,Nov7,5
unit02/20150828001903_1:40:57,unit02,06h,Aug21,1
unit02/20150828001903_3:40:57,unit02,08h,Aug21,1
unit02/20150828001903_5:40:57,unit02,10h,Aug21,1
unit02/20150810190217_0:57:42,unit02,22h,Aug7,1
unit02/20150810190217_2:57:42,unit02,22h,Aug7,1
unit02/20150810190217_4:57:42,unit02,22h,Aug7,1
unit02/20150810190217_6:57:42,unit02,06h,Aug7,1
unit02/20151117221404_1:45:55,unit02,22h,Nov14,0
unit02/20151117221404_3:45:55,unit02,06h,Nov14,0
unit02/20151117221404_5:45:55,unit02,08h,Nov14,0
unit02/20151117221404_7:45:55,unit02,10h,Nov14,0
unit02/20151016225203_1:07:57,unit02,22h,Oct14,5
unit02/20151016225203_3:07:57,unit02,06h,Oct14,5
unit02/20151016225203_5:07:57,unit02,08h,Oct14,5
unit02/20151016225203_7:07:57,unit02,10h,Oct14,5
unit02/20151104222602_1:33:58,unit02,22h,Nov1,0
unit02/20151104222602_3:33:58,unit02,06h,Nov1,8
unit02/20151104222602_5:33:58,unit02,08h,Nov1,0
unit02/20151104222602_7:33:58,unit02,10h,Nov1,0
unit02/20150819003402_1:25:58,unit02,06h,Aug14,3
unit02/20150819003402_3:25:58,unit02,08h,Aug14,9
unit02/20150819003402_5:25:58,unit02,10h,Aug14,9
unit02/20150926232503_0:34:56,unit02,22h,Sep21,3
unit02/20150926232503_2:34:56,unit02,06h,Sep21,8
unit02/20150926232503_4:34:56,unit02,08h,Sep21,8
unit02/20150926232503_6:34:56,unit02,10h,Sep21,5
unit02/20151031223103_1:28:57,unit02,22h,Nov1,0
unit02/20151031223103_3:28:57,unit02,06h,Nov1,0
unit02/20151031223103_5:28:57,unit02,08h,Nov1,0
unit02/20151031223103_7:28:57,unit02,10h,Nov1,0
unit02/20151114221604_1:43:56,unit02,22h,Nov14,5
unit02/20151114221604_3:43:56,unit02,06h,Nov14,5
unit02/20151114221604_5:43:56,unit02,08h,Nov14,5
unit02/20151114221604_7:43:56,unit02,10h,Nov14,5
unit02/20150824002502_1:34:58,unit02,06h,Aug21,9
unit02/20150824002502_3:34:58,unit02,08h,Aug21,3
unit02/20150824002502_5:34:58,unit02,10h,Aug21,3
unit02/20150906000303_1:56:57,unit02,06h,Sep1,6
unit02/20150906000303_3:56:57,unit02,08h,Sep1,3
unit02/20150906000303_5:56:57,unit02,10h,Sep1,3
unit02/20150910235402_0:05:58,unit02,22h,Sep7,3
unit02/20150910235402_2:05:58,unit02,06h,Sep7,9
unit02/20150910235402_4:05:58,unit02,08h,Sep7,9
unit02/20150910235402_6:05:58,unit02,10h,Sep7,1
unit02/20150914234703_0:12:56,unit02,22h,Sep7,3
unit02/20150914234703_2:12:56,unit02,06h,Sep14,1
unit02/20150914234703_4:12:56,unit02,08h,Sep14,1
unit02/20150914234703_6:12:56,unit02,10h,Sep14,1
unit02/20150913234902_0:10:58,unit02,22h,Sep7,1
unit02/20150913234902_2:10:58,unit02,06h,Sep7,0
unit02/20150913234902_4:10:58,unit02,08h,Sep7,0
unit02/20150913234902_6:10:58,unit02,10h,Sep7,0
unit02/20151006230804_0:51:56,unit02,22h,Oct1,1
unit02/20151006230804_2:51:56,unit02,06h,Oct1,5
unit02/20151006230804_4:51:56,unit02,08h,Oct1,0
unit02/20151006230804_6:51:56,unit02,10h,Oct1,8
unit02/20151004231103_0:48:57,unit02,22h,Oct1,5
unit02/20151004231103_2:48:57,unit02,06h,Oct1,5
unit02/20151004231103_4:48:57,unit02,08h,Oct1,5
unit02/20151004231103_6:48:57,unit02,10h,Oct1,0
unit02/20150810202608_1:33:51,unit02,22h,Aug7,5
unit02/20150810202608_3:33:51,unit02,22h,Aug7,5
unit02/20150810202608_5:33:51,unit02,06h,Aug7,5
unit02/20150810202608_7:33:51,unit02,08h,Aug7,5
unit02/20150810202608_9:33:51,unit02,10h,Aug7,5
unit02/20150930231802_0:41:58,unit02,22h,Oct1,5
unit02/20150930231802_2:41:58,unit02,06h,Oct1,5
unit02/20150930231802_4:41:58,unit02,08h,Oct1,5
unit02/20150930231802_6:41:58,unit02,10h,Oct1,5
unit02/20151012225802_1:01:58,unit02,22h,Oct7,0
unit02/20151012225802_3:01:58,unit02,06h,Oct7,0
unit02/20151012225802_5:01:58,unit02,08h,Oct7,0
unit02/20151012225802_7:01:58,unit02,10h,Oct7,0
unit02/20151120221202_1:47:58,unit02,22h,Nov14,5
unit02/20151120221202_3:47:58,unit02,06h,Nov14,5
unit02/20151120221202_5:47:58,unit02,08h,Nov14,5
unit02/20151120221202_7:47:58,unit02,10h,Nov14,5
unit02/20150918234003_0:19:56,unit02,22h,Sep14,6
unit02/20150918234003_2:19:56,unit02,06h,Sep14,6
unit02/20150918234003_4:19:56,unit02,08h,Sep14,6
unit02/20150918234003_6:19:56,unit02,10h,Sep14,3
unit02/20151105222502_1:34:58,unit02,22h,Nov1,0
unit02/20151105222502_3:34:58,unit02,06h,Nov1,0
unit02/20151105222502_5:34:58,unit02,08h,Nov1,0
unit02/20151105222502_7:34:58,unit02,10h,Nov1,0
unit02/20150919233803_0:21:57,unit02,22h,Sep14,6
unit02/20150919233803_2:21:57,unit02,06h,Sep14,0
unit02/20150919233803_4:21:57,unit02,08h,Sep14,1
unit02/20150919233803_6:21:57,unit02,10h,Sep14,1
unit02/20150921233403_0:25:57,unit02,22h,Sep21,1
unit02/20150921233403_2:25:57,unit02,06h,Sep21,1
unit02/20150921233403_4:25:57,unit02,08h,Sep21,1
unit02/20150921233403_6:25:57,unit02,10h,Sep21,1
unit02/20151007230603_0:53:56,unit02,22h,Oct1,1
unit02/20151007230603_2:53:56,unit02,06h,Oct7,0
unit02/20151007230603_4:53:56,unit02,08h,Oct7,5
unit02/20151007230603_6:53:56,unit02,10h,Oct7,5
unit02/20151111221902_1:40:58,unit02,22h,Nov7,8
unit02/20151111221902_3:40:58,unit02,06h,Nov7,8
unit02/20151111221902_5:40:58,unit02,08h,Nov7,5
unit02/20151111221902_7:40:58,unit02,10h,Nov7,5
unit02/20150905000502_1:54:58,unit02,06h,Sep1,6
unit02/20150905000502_3:54:58,unit02,08h,Sep1,6
unit02/20150905000502_5:54:58,unit02,10h,Sep1,6
unit02/20150920233602_0:23:58,unit02,22h,Sep14,1
unit02/20150920233602_2:23:58,unit02,06h,Sep14,1
unit02/20150920233602_4:23:58,unit02,08h,Sep14,1
unit02/20150920233602_6:23:58,unit02,10h,Sep14,1
unit02/20150817003702_1:22:58,unit02,06h,Aug14,9
unit02/20150817003702_3:22:58,unit02,08h,Aug14,9
unit02/20150817003702_5:22:58,unit02,10h,Aug14,9
unit02/20150903000804_1:51:56,unit02,06h,Sep1,6
unit02/20150903000804_3:51:56,unit02,08h,Sep1,6
unit02/20150903000804_5:51:56,unit02,10h,Sep1,6
unit02/20151014225503_1:04:56,unit02,22h,Oct7,5
unit02/20151014225503_3:04:56,unit02,06h,Oct14,5
unit02/20151014225503_5:04:56,unit02,08h,Oct14,5
unit02/20151014225503_7:04:56,unit02,10h,Oct14,5
unit02/20151005231006_0:49:54,unit02,22h,Oct1,5
unit02/20151005231006_2:49:54,unit02,06h,Oct1,5
unit02/20151005231006_4:49:54,unit02,08h,Oct1,5
unit02/20151005231006_6:49:54,unit02,10h,Oct1,5
unit02/20151107222302_1:36:58,unit02,22h,Nov7,5
unit02/20151107222302_3:36:58,unit02,06h,Nov7,5
unit02/20151107222302_5:36:58,unit02,08h,Nov7,5
unit02/20151107222302_7:36:58,unit02,10h,Nov7,5
unit02/20150916234302_0:16:58,unit02,22h,Sep14,6
unit02/20150916234302_2:16:58,unit02,06h,Sep14,3
unit02/20150916234302_4:16:58,unit02,08h,Sep14,3
unit02/20150916234302_6:16:58,unit02,10h,Sep14,3
unit02/20150818003503_1:24:57,unit02,06h,Aug14,2
unit02/20150818003503_3:24:57,unit02,08h,Aug14,9
unit02/20150818003503_5:24:57,unit02,10h,Aug14,9
unit02/20150928232204_0:37:55,unit02,22h,Sep21,3
unit02/20150928232204_2:37:55,unit02,06h,Sep21,3
unit02/20150928232204_4:37:55,unit02,08h,Sep21,3
unit02/20150928232204_6:37:55,unit02,10h,Sep21,3
unit03/20150904000703_1:52:57,unit03,06h,Sep1,6
unit03/20150904000703_3:52:57,unit03,08h,Sep1,6
unit03/20150904000703_5:52:57,unit03,10h,Sep1,3
unit03/20151103222802_1:31:58,unit03,22h,Nov1,5
unit03/20151103222802_3:31:58,unit03,06h,Nov1,5
unit03/20151103222802_5:31:58,unit03,08h,Nov1,5
unit03/20151103222802_7:31:58,unit03,10h,Nov1,5
unit03/20151101223102_1:28:58,unit03,22h,Nov1,5
unit03/20151101223102_3:28:58,unit03,06h,Nov1,5
unit03/20151101223102_5:28:58,unit03,08h,Nov1,5
unit03/20151101223102_7:28:58,unit03,10h,Nov1,5
unit03/20151004231203_0:47:57,unit03,22h,Oct1,5
unit03/20151004231203_2:47:57,unit03,06h,Oct1,5
unit03/20151004231203_4:47:57,unit03,08h,Oct1,5
unit03/20151004231203_6:47:57,unit03,10h,Oct1,5
unit03/20150831001404_1:45:56,unit03,06h,Aug21,3
unit03/20150831001404_3:45:56,unit03,08h,Aug21,3
unit03/20150831001404_5:45:56,unit03,10h,Aug21,3
unit03/20150921233502_0:24:58,unit03,22h,Sep21,1
unit03/20150921233502_2:24:58,unit03,06h,Sep21,5
unit03/20150921233502_4:24:58,unit03,08h,Sep21,5
unit03/20150921233502_6:24:58,unit03,10h,Sep21,5
unit03/20151020224702_1:12:58,unit03,22h,Oct14,5
unit03/20151020224702_3:12:58,unit03,06h,Oct14,5
unit03/20151020224702_5:12:58,unit03,08h,Oct14,5
unit03/20151020224702_7:12:58,unit03,10h,Oct14,5
unit03/20150917234202_0:17:58,unit03,22h,Sep14,3
unit03/20150917234202_2:17:58,unit03,06h,Sep14,3
unit03/20150917234202_4:17:58,unit03,08h,Sep14,3
unit03/20150917234202_6:17:58,unit03,10h,Sep14,3
unit03/20150916234403_0:15:56,unit03,22h,Sep14,3
unit03/20150916234403_2:15:56,unit03,06h,Sep14,3
unit03/20150916234403_4:15:56,unit03,08h,Sep14,3
unit03/20150916234403_6:15:56,unit03,10h,Sep14,3
unit03/20151016225303_1:06:57,unit03,22h,Oct14,0
unit03/20151016225303_3:06:57,unit03,06h,Oct14,5
unit03/20151016225303_5:06:57,unit03,08h,Oct14,5
unit03/20151016225303_7:06:57,unit03,10h,Oct14,5
unit03/20151106222502_1:34:58,unit03,22h,Nov1,5
unit03/20151106222502_3:34:58,unit03,06h,Nov1,5
unit03/20151106222502_5:34:58,unit03,08h,Nov1,5
unit03/20151106222502_7:34:58,unit03,10h,Nov1,5
unit03/20150918234004_0:19:55,unit03,22h,Sep14,6
unit03/20150918234004_2:19:55,unit03,06h,Sep14,3
unit03/20150918234004_4:19:55,unit03,08h,Sep14,3
unit03/20150918234004_6:19:55,unit03,10h,Sep14,3
unit03/20150901001202_1:47:58,unit03,06h,Sep1,3
unit03/20150901001202_3:47:58,unit03,08h,Sep1,9
unit03/20150901001202_5:47:58,unit03,10h,Sep1,9
unit03/20151002231602_0:43:58,unit03,22h,Oct1,0
unit03/20151002231602_2:43:58,unit03,06h,Oct1,0
unit03/20151002231602_4:43:58,unit03,08h,Oct1,8
unit03/20151002231602_6:43:58,unit03,10h,Oct1,0
unit03/20150825021515_1:44:44,unit03,08h,Aug21,1
unit03/20150825021515_3:44:44,unit03,10h,Aug21,1
unit03/20151017225102_1:08:58,unit03,22h,Oct14,5
unit03/20151017225102_3:08:58,unit03,06h,Oct14,5
unit03/20151017225102_5:08:58,unit03,08h,Oct14,5
unit03/20151017225102_7:08:58,unit03,10h,Oct14,5
unit03/20151022224402_1:15:58,unit03,22h,Oct21,5
unit03/20151022224402_3:15:58,unit03,06h,Oct21,0
unit03/20151022224402_5:15:58,unit03,08h,Oct21,0
unit03/20151022224402_7:15:58,unit03,10h,Oct21,0
unit03/20151018225002_1:09:58,unit03,22h,Oct14,5
unit03/20151018225002_3:09:58,unit03,06h,Oct14,5
unit03/20151018225002_5:09:58,unit03,08h,Oct14,5
unit03/20151018225002_7:09:58,unit03,10h,Oct14,5
unit03/20150823002802_1:31:58,unit03,06h,Aug21,1
unit03/20150823002802_3:31:58,unit03,08h,Aug21,1
unit03/20150823002802_5:31:58,unit03,10h,Aug21,1
unit03/20151007230703_0:52:57,unit03,22h,Oct7,8
unit03/20151007230703_2:52:57,unit03,06h,Oct7,8
unit03/20151007230703_4:52:57,unit03,08h,Oct7,5
unit03/20151007230703_6:52:57,unit03,10h,Oct7,5
unit03/20150803005803_1:01:57,unit03,06h,Aug1,5
unit03/20150803005803_3:01:57,unit03,08h,Aug1,5
unit03/20150803005803_5:01:57,unit03,10h,Aug1,5
unit03/20151021224503_1:14:57,unit03,22h,Oct21,5
unit03/20151021224503_3:14:57,unit03,06h,Oct21,8
unit03/20151021224503_5:14:57,unit03,08h,Oct21,0
unit03/20151021224503_7:14:57,unit03,10h,Oct21,8
unit03/20151010230203_0:57:56,unit03,22h,Oct7,5
unit03/20151010230203_2:57:56,unit03,06h,Oct7,5
unit03/20151010230203_4:57:56,unit03,08h,Oct7,5
unit03/20151010230203_6:57:56,unit03,10h,Oct7,5
unit03/20151104222702_1:32:58,unit03,22h,Nov1,5
unit03/20151104222702_3:32:58,unit03,06h,Nov1,5
unit03/20151104222702_5:32:58,unit03,08h,Nov1,5
unit03/20151104222702_7:32:58,unit03,10h,Nov1,5
unit03/20151113233714_0:22:46,unit03,22h,Nov7,5
unit03/20151113233714_2:22:46,unit03,06h,Nov7,5
unit03/20151113233714_4:22:46,unit03,08h,Nov7,5
unit03/20151113233714_6:22:46,unit03,10h,Nov7,5
unit03/20151012225902_1:00:58,unit03,22h,Oct7,0
unit03/20151012225902_3:00:58,unit03,06h,Oct7,0
unit03/20151012225902_5:00:58,unit03,08h,Oct7,0
unit03/20151012225902_7:00:58,unit03,10h,Oct7,0
unit03/20150927232402_0:35:58,unit03,22h,Sep21,3
unit03/20150927232402_2:35:58,unit03,06h,Sep21,8
unit03/20150927232402_4:35:58,unit03,08h,Sep21,8
unit03/20150927232402_6:35:58,unit03,10h,Sep21,5
unit03/20151026223802_1:21:58,unit03,22h,Oct21,5
unit03/20151026223802_3:21:58,unit03,06h,Oct21,5
unit03/20151026223802_5:21:58,unit03,08h,Oct21,5
unit03/20151026223802_7:21:58,unit03,10h,Oct21,5
unit03/20151108222302_1:36:58,unit03,22h,Nov7,5
unit03/20151108222302_3:36:58,unit03,06h,Nov7,5
unit03/20151108222302_5:36:58,unit03,08h,Nov7,5
unit03/20151108222302_7:36:58,unit03,10h,Nov7,5
unit03/20150925232804_0:31:56,unit03,22h,Sep21,3
unit03/20150925232804_2:31:56,unit03,06h,Sep21,3
unit03/20150925232804_4:31:56,unit03,08h,Sep21,1
unit03/20150925232804_6:31:56,unit03,10h,Sep21,5
unit03/20151029230315_0:56:44,unit03,22h,Oct21,0
unit03/20151029230315_2:56:44,unit03,06h,Oct21,0
unit03/20151029230315_4:56:44,unit03,08h,Oct21,0
unit03/20151029230315_6:56:44,unit03,10h,Oct21,5
unit03/20151023224202_1:17:58,unit03,22h,Oct21,5
unit03/20151023224202_3:17:58,unit03,06h,Oct21,5
unit03/20151023224202_5:17:58,unit03,08h,Oct21,5
unit03/20151023224202_7:17:58,unit03,10h,Oct21,5
unit03/20150821003102_1:28:58,unit03,06h,Aug14,3
unit03/20150821003102_3:28:58,unit03,08h,Aug14,9
unit03/20150821003102_5:28:58,unit03,10h,Aug14,9
unit03/20150830001604_1:43:56,unit03,06h,Aug21,3
unit03/20150830001604_3:43:56,unit03,08h,Aug21,3
unit03/20150830001604_5:43:56,unit03,10h,Aug21,3
unit03/20150908000002_1:59:58,unit03,06h,Sep7,0
unit03/20150908000002_3:59:58,unit03,08h,Sep7,6
unit03/20150908000002_5:59:58,unit03,10h,Sep7,6
unit03/20150810174711_0:12:48,unit03,22h,Aug7,2
unit03/20150810174711_2:12:48,unit03,22h,Aug7,0
unit03/20150810174711_4:12:48,unit03,22h,Aug7,6
unit03/20150810174711_6:12:48,unit03,22h,Aug7,6
unit03/20150810174711_8:12:48,unit03,06h,Aug7,3
unit03/20150906000402_1:55:58,unit03,06h,Sep1,3
unit03/20150906000402_3:55:58,unit03,08h,Sep1,3
unit03/20150906000402_5:55:58,unit03,10h,Sep1,3
unit03/20150803200204_1:57:55,unit03,22h,Aug1,7
unit03/20150803200204_3:57:55,unit03,22h,Aug1,5
unit03/20150803200204_5:57:55,unit03,06h,Aug1,7
unit03/20150803200204_7:57:55,unit03,08h,Aug1,5
unit03/20150826002304_1:36:55,unit03,06h,Aug21,9
unit03/20150826002304_3:36:55,unit03,08h,Aug21,1
unit03/20150826002304_5:36:55,unit03,10h,Aug21,1
unit03/20150908235804_0:01:56,unit03,22h,Sep7,2
unit03/20150908235804_2:01:56,unit03,06h,Sep7,6
unit03/20150908235804_4:01:56,unit03,08h,Sep7,6
unit03/20150908235804_6:01:56,unit03,10h,Sep7,6
unit03/20151011230103_0:58:57,unit03,22h,Oct7,5
unit03/20151011230103_2:58:57,unit03,06h,Oct7,5
unit03/20151011230103_4:58:57,unit03,08h,Oct7,8
unit03/20151011230103_6:58:57,unit03,10h,Oct7,5
unit03/20150825002405_1:35:54,unit03,06h,Aug21,5
unit03/20150825002405_3:35:54,unit03,08h,Aug21,5
unit03/20150825002405_5:35:54,unit03,10h,Aug21,8
unit03/20151014225602_1:03:58,unit03,22h,Oct14,5
unit03/20151014225602_3:03:58,unit03,06h,Oct14,5
unit03/20151014225602_5:03:58,unit03,08h,Oct14,5
unit03/20151014225602_7:03:58,unit03,10h,Oct14,5
unit03/20150824002602_1:33:58,unit03,06h,Aug21,9
unit03/20150824002602_3:33:58,unit03,08h,Aug21,1
unit03/20150824002602_5:33:58,unit03,10h,Aug21,1
unit03/20151001231703_0:42:56,unit03,22h,Oct1,0
unit03/20151001231703_2:42:56,unit03,06h,Oct1,5
unit03/20151001231703_4:42:56,unit03,08h,Oct1,5
unit03/20151001231703_6:42:56,unit03,10h,Oct1,5
unit03/20150926232622_0:33:38,unit03,22h,Sep21,3
unit03/20150926232622_2:33:38,unit03,06h,Sep21,1
unit03/20150926232622_4:33:38,unit03,08h,Sep21,5
unit03/20150926232622_6:33:38,unit03,10h,Sep21,5
unit03/20150909235604_0:03:55,unit03,22h,Sep7,3
unit03/20150909235604_2:03:55,unit03,06h,Sep7,1
unit03/20150909235604_4:03:55,unit03,08h,Sep7,5
unit03/20150909235604_6:03:55,unit03,10h,Sep7,5
unit03/20151102222902_1:30:58,unit03,22h,Nov1,5
unit03/20151102222902_3:30:58,unit03,06h,Nov1,5
unit03/20151102222902_5:30:58,unit03,08h,Nov1,5
unit03/20151102222902_7:30:58,unit03,10h,Nov1,5
unit03/20151027223702_1:22:58,unit03,22h,Oct21,5
unit03/20151027223702_3:22:58,unit03,06h,Oct21,5
unit03/20151027223702_5:22:58,unit03,08h,Oct21,0
unit03/20151027223702_7:22:58,unit03,10h,Oct21,0
unit03/20150920233703_0:22:57,unit03,22h,Sep14,1
unit03/20150920233703_2:22:57,unit03,06h,Sep14,5
unit03/20150920233703_4:22:57,unit03,08h,Sep14,5
unit03/20150920233703_6:22:57,unit03,10h,Sep14,5
unit03/20150905000503_1:54:57,unit03,06h,Sep1,6
unit03/20150905000503_3:54:57,unit03,08h,Sep1,6
unit03/20150905000503_5:54:57,unit03,10h,Sep1,3
unit03/20150903000902_1:50:58,unit03,06h,Sep1,3
unit03/20150903000902_3:50:58,unit03,08h,Sep1,3
unit03/20150903000902_5:50:58,unit03,10h,Sep1,3
unit03/20151025224004_1:19:55,unit03,22h,Oct21,5
unit03/20151025224004_3:19:55,unit03,06h,Oct21,5
unit03/20151025224004_5:19:55,unit03,08h,Oct21,0
unit03/20151025224004_7:19:55,unit03,10h,Oct21,0
unit03/20150928232302_0:36:58,unit03,22h,Sep21,3
unit03/20150928232302_2:36:58,unit03,06h,Sep21,3
unit03/20150928232302_4:36:58,unit03,08h,Sep21,3
unit03/20150928232302_6:36:58,unit03,10h,Sep21,3
unit03/20151019224804_1:11:55,unit03,22h,Oct14,0
unit03/20151019224804_3:11:55,unit03,06h,Oct14,0
unit03/20151019224804_5:11:55,unit03,08h,Oct14,0
unit03/20151019224804_7:11:55,unit03,10h,Oct14,0
unit03/20151006230904_0:50:56,unit03,22h,Oct1,5
unit03/20151006230904_2:50:56,unit03,06h,Oct1,5
unit03/20151006230904_4:50:56,unit03,08h,Oct1,5
unit03/20151006230904_6:50:56,unit03,10h,Oct1,5
unit03/20151030223305_1:26:54,unit03,22h,Oct21,5
unit03/20151030223305_3:26:54,unit03,06h,Oct21,5
unit03/20151030223305_5:26:54,unit03,08h,Oct21,5
unit03/20151030223305_7:26:54,unit03,10h,Oct21,5
unit03/20151013225703_1:02:57,unit03,22h,Oct7,0
unit03/20151013225703_3:02:57,unit03,06h,Oct7,0
unit03/20151013225703_5:02:57,unit03,08h,Oct7,0
unit03/20151013225703_7:02:57,unit03,10h,Oct7,0
unit03/20150919233903_0:20:57,unit03,22h,Sep14,0
unit03/20150919233903_2:20:57,unit03,06h,Sep14,0
unit03/20150919233903_4:20:57,unit03,08h,Sep14,5
unit03/20150919233903_6:20:57,unit03,10h,Sep14,5
unit03/20150923233102_0:28:58,unit03,22h,Sep21,3
unit03/20150923233102_2:28:58,unit03,06h,Sep21,1
unit03/20150923233102_4:28:58,unit03,08h,Sep21,5
unit03/20150923233102_6:28:58,unit03,10h,Sep21,5
unit03/20151001011517_0:44:42,unit03,06h,Oct1,0
unit03/20151001011517_2:44:42,unit03,08h,Oct1,0
unit03/20151001011517_4:44:42,unit03,10h,Oct1,0
unit03/20151005231102_0:48:58,unit03,22h,Oct1,5
unit03/20151005231102_2:48:58,unit03,06h,Oct1,5
unit03/20151005231102_4:48:58,unit03,08h,Oct1,5
unit03/20151005231102_6:48:58,unit03,10h,Oct1,5
unit03/20150922233315_0:26:44,unit03,22h,Sep21,1
unit03/20150922233315_2:26:44,unit03,06h,Sep21,5
unit03/20150922233315_4:26:44,unit03,08h,Sep21,5
unit03/20150922233315_6:26:44,unit03,10h,Sep21,5
unit03/20150828001904_1:40:56,unit03,06h,Aug21,1
unit03/20150828001904_3:40:56,unit03,08h,Aug21,1
unit03/20150828001904_5:40:56,unit03,10h,Aug21,1
unit03/20151031223204_1:27:55,unit03,22h,Oct21,0
unit03/20151031223204_3:27:55,unit03,06h,Nov1,0
unit03/20151031223204_5:27:55,unit03,08h,Nov1,5
unit03/20151031223204_7:27:55,unit03,10h,Nov1,5
unit03/20150924233002_0:29:58,unit03,22h,Sep21,3
unit03/20150924233002_2:29:58,unit03,06h,Sep21,3
unit03/20150924233002_4:29:58,unit03,08h,Sep21,1
unit03/20150924233002_6:29:58,unit03,10h,Sep21,5
unit03/20151003231406_0:45:54,unit03,22h,Oct1,0
unit03/20151003231406_2:45:54,unit03,06h,Oct1,5
unit03/20151003231406_4:45:54,unit03,08h,Oct1,5
unit03/20151003231406_6:45:54,unit03,10h,Oct1,5
unit03/20151009230402_0:55:58,unit03,22h,Oct7,0
unit03/20151009230402_2:55:58,unit03,06h,Oct7,5
unit03/20151009230402_4:55:58,unit03,08h,Oct7,5
unit03/20151009230402_6:55:58,unit03,10h,Oct7,5
unit03/20150907000202_1:57:58,unit03,06h,Sep1,6
unit03/20150907000202_3:57:58,unit03,08h,Sep1,6
unit03/20150907000202_5:57:58,unit03,10h,Sep1,3
unit03/20150829001803_1:41:57,unit03,06h,Aug21,1
unit03/20150829001803_3:41:57,unit03,08h,Aug21,1
unit03/20150829001803_5:41:57,unit03,10h,Aug21,1
unit03/20151008230602_0:53:58,unit03,22h,Oct7,5
unit03/20151008230602_2:53:58,unit03,06h,Oct7,5
unit03/20151008230602_4:53:58,unit03,08h,Oct7,5
unit03/20151008230602_6:53:58,unit03,10h,Oct7,5
unit03/20151105222604_1:33:55,unit03,22h,Nov1,5
unit03/20151105222604_3:33:55,unit03,06h,Nov1,5
unit03/20151105222604_5:33:55,unit03,08h,Nov1,5
unit03/20151105222604_7:33:55,unit03,10h,Nov1,5
